id,pid,diet_veg,diet_gf,diet_sf,diet_egg,diet_nut,diet_soy,diet_wheat,diet_fish,diet_shellfish,diet_oth_allergy,diet_oth_res,diet_none,diet_pna,purch_groc_ol_freq,purch_milk_is,purch_milk_ol,purch_milk_pna,purch_milk_is_freq,purch_milk_is_ware,purch_milk_is_bigbox,purch_milk_is_super,purch_milk_is_spec,purch_milk_is_disc,purch_milk_is_conv,purch_milk_is_local,purch_milk_is_oth,purch_milk_is_othtxt,purch_milk_ol_freq,purch_milk_ol_loc,AttentionCheck1,cons_milk_freq,purch_milk_size,purch_milk_size_oth,milk_whole,milk_2pct,milk_1pct,milk_skim,milk_lf,milk_a2,milk_cream,milk_homo,milk_oth,milk_pna,milk_othtxt,milk_price,spend,rank_brand,rank_fat,rank_claim,rank_price,notice_sellby,last_exp_nps,last_exp_nbr,poor_exp,poor_exp_taste,poor_exp_smell,poor_exp_sick,poor_exp_sour,poor_exp_pkg,poor_exp_2day,poor_exp_expired,poor_exp_texture,poor_exp_oth,poor_exp_pna,poor_exp_badb4exp,poor_exp_othtxt,poor_exp_freq,poor_exp_chg_switch_st,poor_exp_chg_switch_sp,poor_exp_chg_switch_brand,poor_exp_chg_switch_type,poor_exp_chg_nc,poor_exp_chg_pna,poor_exp_chg_switch_detail,poor_exp_chg_switch_alloc,good_exp_is_ret,good_exp_is_nps,good_exp_is_nbr,poor_exp_is_ret,poor_exp_is_nps,poor_exp_is_nbr,good_exp_ic_ret,good_exp_ic_nps,good_exp_ic_nbr,poor_exp_ic_ret,poor_exp_ic_nps,poor_exp_ic_nbr,good_exp_olsp_ret,good_exp_olsp_nps,good_exp_olsp_nbr,poor_exp_olsp_ret,poor_exp_olsp_nps,poor_exp_olsp_nbr,good_exp_stweb_ret,good_exp_stweb_nps,good_exp_stweb_nbr,poor_exp_stweb_ret,poor_exp_stweb_nps,poor_exp_stweb_nbr,birth_yr,age,age_cat,gender,gender_txt,eth_white,eth_me_na,eth_black,eth_native,eth_asian,eth_pi,eth_latino,eth_oth,eth_pna,eth_othtxt,edu,emp,hhinc,ms,child,state
R_3KIN8EQF1g3SOmS,594a964c215cbd000146de75,,,Sugar-free,,,,,,,,Other dietary restriction,,,About once a month,In a store,,,Less frequently than every 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Less than once a week,Half-gallon,,Whole milk,,,,,,,,,,,$2-4,$100-150,4,2,3,1,Yes,Detractor,4,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,,,,,,,,,Always,,,Switch milk producer / brand,,,,,,Likely,Detractor,5,Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Female,,,,,,,,Hispanic/Latino,,,,Bachelor's degree in college (4-year),Other,"$20,000 to $29,999",Never married,No,California
R_SK4qYTpqYMQvmZb,5a4afdd835c9d50001fdd1c0,,,,,,,,,,,,None,,Several times a month,In a store,Online (through an app or web browser),,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Less frequently than every 14 days,Amazon Fresh,Strongly Disagree,Multiple times a week,Quart,,,,1%,Skim milk,,,,,,,,$2-4,$25-50,1,4,2,3,Yes,Passive,7,Yes,,When milk does not smell as I expected,,,,,,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,9,Neutral,Detractor,5,,,NA,,,NA,Very Likely,Passive,8,Unlikely,Detractor,3,,,NA,,,NA,1989,33,26-35,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$90,000 to $99,999",Never married,No,Vermont
R_2CHE3Z74nS0QsGX,5a8b1ee2000dab00018cc7cd,,,,,,,,,,,,None,,About once a month,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Once a day,Half-gallon,,,2%,1%,,,,,,,,,$2-4,$50-100,1,2,4,3,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,When the milk has a sour taste,When the milk container is dirty or damaged,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,When milk has a different texture than I expected,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,10,Neutral,Detractor,4,,,NA,,,NA,,,NA,,,NA,Very Likely,Promoter,10,Unlikely,Detractor,0,1989,33,26-35,Female,,White,,,,,,,,,,Some college but no degree,Working part-time,"$100,000 to $149,999",Married,No,Nevada
R_1IR7Xlqz3qNa8rf,5ba85b52ce805400013f3955,,,,,,,,,,,,None,,Once in a few months or longer,In a store,Online (through an app or web browser),,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,Less frequently than every 14 days,Instacart,Strongly Disagree,Multiple times a week,Half-gallon,,,,,Skim milk,,,,,,,,$2-4,$100-150,4,1,3,2,Yes,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,8,,,NA,Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Male,,White,,,,Asian (including South Asian),,,,,,Graduate Degree,Working full-time,"$100,000 to $149,999",Married,No,New Jersey
R_yDAQ6VsD4HObr0t,5c28113978fad50001932f58,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,,,,,Lactose-free milk,,,,,,,$2-4,$50-100,2,3,4,1,Yes,Passive,8,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,When the milk container is dirty or damaged,,When the milk is expired,When milk has a different texture than I expected,,,,,Sometimes,,,,,"No, nothing changed",,,,Likely,Detractor,5,Likely,Detractor,4,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$70,000 to $79,999",Married,No,Oregon
R_10wHp2wPmc5dY7R,5cdad620eae6f70019d4e950,,,,,,,,,,,,None,,Once in a few months or longer,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,Convenience stores,Small/local grocery stores,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a day,Gallon,,Whole milk,2%,1%,,,,,,,,,$2-4,$50-100,3,2,4,1,Yes,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,9,,,NA,,,NA,,,NA,,,NA,,,NA,Likely,Passive,8,,,NA,1989,33,26-35,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$40,000 to $49,999",Never married,No,Texas
R_2XiEh3vL7UrUi49,5cf3115e978d46001924e679,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,,,,,,,Approximately every 10 - 14 days,Amazon Fresh,Strongly Disagree,Once a week,Gallon,,,,,Skim milk,,,,,,,,$2-4,$25-50,2,3,1,4,Prefer not to answer,Detractor,5,No,,,,,,,,,,,,,,,,,,,,,,Neutral,Detractor,6,,,NA,,,NA,,,NA,Neutral,Detractor,5,,,NA,,,NA,,,NA,1989,33,26-35,Female,,,,Black or African American,,,,,,,,High school diploma/ GED,Working part-time,"$20,000 to $29,999",Living with a partner,Yes,Illinois
R_3OqsvED95ivbKqI,5d6ef023cfe0a400198f911e,,,,,,,,,,,,None,,About once a month,In a store,Online (through an app or web browser),,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,"Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,Less frequently than every 14 days,Amazon Fresh,Strongly Disagree,Once a day,Gallon,,Whole milk,2%,,,,,,,,,,$2-4,$100-150,4,2,3,1,Yes,Passive,8,Yes,When milk was not sour but it did not taste as I expected,,,When the milk has a sour taste,,,When the milk is expired,,,,,,Sometimes,,,Switch milk producer / brand,,,,,,Very Likely,Promoter,9,Unlikely,Detractor,3,,,NA,,,NA,Very Likely,Passive,7,Very Unlikely,Detractor,1,,,NA,,,NA,1989,33,26-35,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$70,000 to $79,999",Married,Yes,Illinois
R_zd6Ld9HdoVptGw1,5d77228536b508001a57333d,,,,,,,,,,,,None,,About once a month,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,Approximately every 10 - 14 days,Instacart,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,,,Skim milk,,,,,,,,$0-2,$100-150,4,1,2,3,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,10,,,NA,Very likely,Promoter,10,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),A homemaker or stay-at-home parents,"$80,000 to $89,999",Married,Yes,Illinois
R_2bIuCJMFPJb0TcY,5d849ee0a954540019f513dd,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,"Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)","Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,Less frequently than every 14 days,Instacart,Strongly Disagree,Once a day,Gallon,,Whole milk,,,,,,,,,,,$2-4,$50-100,1,4,3,2,Yes,Promoter,10,Yes,,,,When the milk has a sour taste,,,,,,,,,Sometimes,,,,Switch milk type,,,,,Very Likely,Promoter,10,Neutral,Detractor,3,Very likely,Promoter,9,Unlikely,Detractor,2,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Female,,White,,,,,,,,,,Some college but no degree,Working full-time,"$40,000 to $49,999",Never married,Yes,Tennessee
R_1QoymW9swHKQD0C,5d8abb245ada2b00018b74ed,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,,,,,,,,,Strongly Disagree,Multiple times a week,Gallon,,,,,Skim milk,,,,,,,,$2-4,$50-100,4,1,3,2,Yes,Detractor,6,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,When the milk container is dirty or damaged,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,When milk has a different texture than I expected,,,,,Sometimes,,,Switch milk producer / brand,,,,,,Very Likely,Promoter,10,Unlikely,Detractor,0,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Female,,White,,,,,,,,,,Associate degree in college (2-year),A homemaker or stay-at-home parents,"$40,000 to $49,999",Living with a partner,Yes,North Carolina
R_1luWsBYxNqBOCeZ,5e2e7d79acf5fe45b62f859a,,,,,,,,,,,,None,,More than once a week,In a store,Online (through an app or web browser),,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,"Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,Approximately once a week,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a day,Gallon,,Whole milk,,,Skim milk,,,,,Other (please specify),,condensed milk,$2-4,$50-100,1,3,4,2,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Detractor,5,,,NA,1989,33,26-35,Female,,,,,,Asian (including South Asian),,,,,,Graduate Degree,Working part-time,"$90,000 to $99,999",Married,Yes,Indiana
R_1i8RsHbnIUsjzfL,5e2f15bb8028224dd1dd90c9,,,,,,,,,,,,None,,About once per week,,Online (through an app or web browser),,,,,,,,,,,,Multiple times a week,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Once a day,Gallon,,,2%,,,,,,,,,,$2-4,$100-150,2,1,3,4,Yes,Passive,8,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,When the milk has a sour taste,,,,,,,,,Rarely,Switch stores,,,,,,"Yes, but I spend less on each trip",20-50%,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Promoter,9,Unlikely,Detractor,2,1989,33,26-35,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$70,000 to $79,999",Never married,No,Virginia
R_YY1Aw0ZVbe8VuEh,5e648efca8c76520c918bb31,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Less frequently than every 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,,,Disagree,Less than once a week,Half-gallon,,,2%,1%,,,,,,,,,$4+,$50-100,1,2,3,4,Yes,Detractor,5,No,,,,,,,,,,,,,,,,,,,,,,Likely,Detractor,2,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$100,000 to $149,999",Married,No,Arkansas
R_32LqPM6Oa9PODW3,5e937e8e4d246b6b4162ae72,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,,,Strongly Disagree,Less than once a week,Half-gallon,,Whole milk,,,,,,,,,,,$4+,$100-150,4,1,2,3,Yes,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Detractor,6,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Male,,White,,,,,,,,,,Graduate Degree,Working full-time,"$70,000 to $79,999",Married,Yes,Ohio
R_3lWxDOuooBBoM2A,5e9e0798c8df731ba79182f1,,,,,,,,,,,,None,,About once a month,In a store,,,Less frequently than every 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,,,,,,,,,,,$4+,$150+,1,3,2,4,No,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,Likely,Detractor,6,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Female,,White,,,,,,,,,,Some college but no degree,Working part-time,"$10,000 to $19,999",Married,Yes,Texas
R_1jqfjTLDjYdisuf,5ea39db77a313632f06e44ac,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,Approximately every 10 - 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a day,Gallon,,,2%,,Skim milk,,,,,,,,$2-4,$50-100,2,3,4,1,Yes,Promoter,10,Yes,,,,When the milk has a sour taste,,When the milk is less than or equal to 2 days from expiration date,,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,10,Unlikely,Detractor,0,,,NA,,,NA,,,NA,,,NA,Very Likely,Promoter,10,Very Unlikely,Detractor,0,1989,33,26-35,Female,,White,,,,,,,,,,Graduate Degree,Working full-time,"$50,000 to $59,999",Never married,No,Missouri
R_3PddbXACZwS7VaI,5ee6c849ecd49045280d2ad8,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a week,Gallon,,,2%,,,,,,,,,,$2-4,$150+,NA,NA,NA,NA,Yes,Detractor,5,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,,When the milk container is dirty or damaged,,,,,,,,Sometimes,,,,,"No, nothing changed",,,,Very Likely,Promoter,9,Neutral,Passive,7,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Female,,White,,,,,,,,,,Some college but no degree,Unemployed and looking for work,"$30,000 to $39,999",Married,Yes,Georgia
R_Xogme50dLMydHfH,5efcefeac4b0aa115037925a,,,,,,,,,,,,None,,About once a month,In a store,,,Less frequently than every 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a week,Gallon,,Whole milk,,,,,,,,,,,$2-4,$50-100,3,1,4,2,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,9,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Female,,,,Black or African American,,,,,,,,Bachelor's degree in college (4-year),Unemployed and looking for work,"$100,000 to $149,999",Living with a partner,No,Massachusetts
R_PLEfcoygWePchHP,5f07b62e0e3ac43ea9d490c6,,,,,,,,,,,,None,,Several times a month,In a store,Online (through an app or web browser),,Less frequently than every 14 days,,,,,,,Small/local grocery stores,,,Approximately every 10 - 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,2%,1%,,Lactose-free milk,,,,,,,$2-4,$100-150,1,3,4,2,Yes,Passive,8,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,When milk has a different texture than I expected,,,,,Rarely,Switch stores,,Switch milk producer / brand,,,,"Yes, to buy specific products",0-10%,Very Likely,Promoter,10,Unlikely,Detractor,5,,,NA,,,NA,,,NA,,,NA,Very Likely,Promoter,10,Very Unlikely,Detractor,5,1989,33,26-35,Female,,White,,,,Asian (including South Asian),,,,,,Some college but no degree,Working part-time,"Less than $10,000",Never married,No,California
R_1gub8IFb9hLSkHO,5f1319143fdcd700091a41d4,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,,,,,,,,,Strongly Disagree,Less than once a week,Half-gallon,,Whole milk,,,,,,,,,,,$2-4,$50-100,3,1,4,2,Yes,Passive,7,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,9,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Female,,White,,,,,,,,,,High school diploma/ GED,Working full-time,"$30,000 to $39,999",Never married,Yes,Pennsylvania
R_210pkLuECLx0BrL,5f32c470677f5a0457545995,,,Sugar-free,,,,Wheat or grain allergy,,,,,,,About once per week,In a store,,,Approximately every 10 - 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a day,Gallon,,Whole milk,2%,,,,,,,,,,$2-4,$50-100,4,1,2,3,Yes,Passive,7,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Female,,White,,,,,,,,,,Some college but no degree,Working full-time,"$20,000 to $29,999",Married,No,North Carolina
R_stEUuf46ULs2F45,5f5797c54d47e72494ff5840,,,,,,,,Fish allergy,,,,,,About once per week,In a store,,,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Once a week,Half-gallon,,,2%,1%,,,,,,,,,$4+,$50-100,1,4,3,2,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Unlikely,Promoter,10,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Female,,White,,,,,,,,,,High school diploma/ GED,Working full-time,"$50,000 to $59,999",Never married,No,North Dakota
R_2xzoYsJbAvpILZn,5fff65428bb64d099fdc09d1,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,"Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,Approximately every 10 - 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Less than once a week,Half-gallon,,,2%,,,,,,,,,,$2-4,$50-100,NA,NA,NA,NA,Yes,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Passive,8,,,NA,1989,33,26-35,Female,,White,,,,,,,,,,Associate degree in college (2-year),Working part-time,"$80,000 to $89,999",Married,Yes,California
R_2OPavI3wMSVzshX,6029b0e17f3b5d944ab183f1,,,,,,,,,,,,None,,About once per week,In a store,,,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,"Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,,,Strongly Disagree,Once a day,Gallon,,Whole milk,2%,1%,,Lactose-free milk,,,,,,,$2-4,$25-50,1,3,2,4,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$90,000 to $99,999",Married,Yes,Oregon
R_0k7GNJEN6jbNExb,608c8a30f56774708f1481d1,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately every 10 - 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Once a week,Quart,,Whole milk,,,,,,,,,,,$0-2,$50-100,4,1,3,2,Yes,Passive,8,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,7,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1989,33,26-35,Female,,White,,,,,,,,,,Associate degree in college (2-year),Unemployed and looking for work,"$40,000 to $49,999",Never married,No,Florida
R_2bTSY3SsVl6t6X7,615c777509f34c8977bc45a7,,,,,,,,,,,,None,,Several times a month,In a store,Online (through an app or web browser),,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Disagree,Multiple times a week,Half-gallon,,,2%,,,,,,,,,,$4+,$150+,2,1,4,3,Yes,Passive,7,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Detractor,6,,,NA,,,NA,,,NA,,,NA,,,NA,Likely,Detractor,4,,,NA,1989,33,26-35,Male,,White,,,,,,,,,,Associate degree in college (2-year),Working full-time,"$60,000 to $69,999",Never married,No,Minnesota
R_25HDPqbEGC8Icv8,615f2b3f0eafbabe579b889a,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,Approximately once a week,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Agree,Once a week,Gallon,,Whole milk,,,Skim milk,,,,,,,,$4+,$50-100,4,3,1,2,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,9,,,NA,,,NA,,,NA,,,NA,,,NA,Likely,Passive,8,,,NA,1989,33,26-35,Male,,,,Black or African American,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$80,000 to $89,999",Never married,No,Texas
